Parcel PIN,Unit Type,GIS Loud ID,Permit Year Issued,Planning Subarea,Project Subdivision,Town,Election District,Housing Units,POINT_X_SP,POINT_Y_SP
249382066005,MFS,238695,3/1/16,DULLES,LOUDOUN CROSSING CONDOMINIUM,,BLURDG,1,11748177.47,7018728.682
249382066006,MFS,238693,3/1/16,DULLES,LOUDOUN CROSSING CONDOMINIUM,,BLURDG,1,11748172.29,7018738.218
249382066007,MFS,238689,3/1/16,DULLES,LOUDOUN CROSSING CONDOMINIUM,,BLURDG,1,11748149.43,7018746.353
249382066008,MFS,238691,3/1/16,DULLES,LOUDOUN CROSSING CONDOMINIUM,,BLURDG,1,11748160.08,7018745.41
250159264000,SFD,244591,8/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745920.76,7012649.471
250159852000,SFD,244585,9/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745980.76,7012524.037
250161175000,SFD,244595,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11746110.46,7012754.3
250161764000,SFD,244589,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11746170.63,7012643.505
250161930000,SFD,244597,7/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11746191.35,7012309.008
250162255000,SFD,244587,5/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11746225.75,7012557.398
250162739000,SFD,244601,4/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11746275.94,7012396.926
250250121000,SFD,247638,8/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745016.97,7013218.634
250250694000,SFD,247626,9/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745069.21,7012941.681
250251052000,SFD,250042,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745123.55,7013498.767
250251895000,SFD,247628,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745182.46,7012952.731
250252129000,SFD,247640,9/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745215.53,7013296.194
250252310000,SFD,247632,8/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745232.37,7013109.277
250256459000,SFD,244545,9/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745647.63,7013593.415
250257251000,SFD,244581,8/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745722.91,7013510.052
250257729000,SFD,244573,1/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745771.46,7013292.5
250257995000,SFD,244559,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745798.51,7012951.968
250258284000,SFD,244555,2/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745829.7,7012847.779
250259549000,SFD,244579,9/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745957.28,7013492.471
250259827000,SFD,244571,1/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745981.61,7013270.984
250259838000,SFD,244575,2/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745980.73,7013381.014
250260295000,SFD,244561,8/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11746023.82,7012951.077
250309673000,SFD,230406,3/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11750964.81,7014731.333
250352370000,SFD,250040,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745236.77,7014708.418
250353054000,SFD,244278,3/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745303.57,7014540.055
250353445000,SFD,244276,4/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745342.82,7014455.95
250353807000,SFD,248526,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745385.89,7014079.806
250353817000,SFD,244270,9/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745387.97,7014176.228
250353836000,SFD,244274,3/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745381.03,7014367.219
250356908000,SFD,248682,2/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745714.82,7014089.805
250357118000,SFD,244282,3/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745711.07,7014187.552
250406678000,SFD,230403,1/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11750661.58,7014784.37
250450528000,SFD,243646,4/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745056.37,7015286.551
250450535000,SFD,243650,5/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745055.6,7015356.543
250450590000,SFD,243630,5/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745051.28,7014901.846
250451288000,SFD,243628,8/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745127.79,7014882.184
250455280000,SFD,250672,6/1/16,DULLES,GREENS SOUTH AT WILLOWSFORD,,BLURDG,1,11745524.88,7014807.648
251265365000,SFD,248514,9/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11746533.53,7009656
251360485000,SFD,252112,9/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11746100.7,7009860.927
251365100000,SFD,248516,9/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11746510.29,7010007.786
251365986000,SFD,252120,9/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11746554.22,7009854.077
251407630000,SFD,244179,9/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11750762.32,7011308.493
251408872000,SFD,244189,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11750883.62,7011727.982
251464018000,SFD,248512,2/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11746403.92,7011184.31
251467601000,SFD,248508,8/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11746763.4,7011011.706
251471506000,SFD,247706,4/1/16,DULLES,,,BLURDG,1,11747592.01,7014790.489
261173200000,SFD,251604,8/1/16,NTHWST,WATERFORD DOWNS,,CATOCT,1,11741453.3,7127921.983
261270266000,SFD,249708,6/1/16,NTHWST,WATERFORD DOWNS,,CATOCT,1,11741055.56,7129620.023
262181321000,SFD,250478,7/1/16,15NTH,WATERFORD RIDGE,,CATOCT,1,11742227.5,7123836.44
265180777000,SFD,247436,3/1/16,15NTH,CREST AT WATERFORD,,CATOCT,1,11742045.9,7112712.343
265277007000,SFD,251672,9/1/16,15NTH,CREST AT WATERFORD,,CATOCT,1,11741693.88,7113023.595
265279091000,SFD,250384,6/1/16,15NTH,CREST AT WATERFORD,,CATOCT,1,11741861.5,7112859.244
270106651000,SFD,9528,8/1/16,LEESBG,FAIRVIEW,LEESBG,LEESBG,1,11744604.63,7092240.58
271265026000,SFD,249560,4/1/16,LEESBG,,,CATOCT,1,11740383.99,7089000.989
275409808000,SFD,44566,4/1/16,LEESBG,GRENATA,,CATOCT,1,11744977.36,7074827.612
276453251000,SFD,238478,7/1/16,15STH,CAMP SUBDIVISION,,CATOCT,1,11739430.33,7071474.112
280175112000,SFD,104412,1/1/16,15STH,BARCLAY WOODS,,BLURDG,1,11741472.63,7051895.597
282178234000,SFD,250376,9/1/16,DULLES,,,BLURDG,1,11741826.51,7043812.421
283167177000,SFD,250498,8/1/16,DULLES,HUNTLEIGH AT CREIGHTON FARMS,,BLURDG,1,11740716.49,7039779.907
283203321000,SFD,246508,8/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744339.45,7041214.201
283203333000,SFD,246510,2/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744334.55,7041339.115
283203408000,SFD,246506,3/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744344.36,7041089.298
283203496000,SFD,246502,5/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744349.28,7040964.395
283203681000,SFD,246498,6/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744362.38,7040813.175
283204866000,SFD,246516,2/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744488.41,7041664.808
283205813000,SFD,250474,5/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744584.19,7041138.287
283207512000,SFD,246518,6/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744756.51,7041123.531
283208752000,SFD,249140,2/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744870.49,7041521.55
283208766000,SFD,246526,5/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11744876.63,7041660.98
283356568000,SFD,237419,7/1/16,DULLES,ESTATES AT CREIGHTON FARMS,,BLURDG,1,11739720.78,7042688.443
284153545000,SFD,249190,5/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739351.78,7036457.675
284154069000,SFD,249180,8/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739405.77,7036699.935
284154150000,SFD,249194,5/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739413.13,7036503.188
284154434000,SFD,249186,6/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,2,11739445,7036347.277
284154952000,SFD,249196,3/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739490.11,7036529.405
284155040000,SFD,249188,6/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739500.15,7036400.134
284155347000,SFD,249192,2/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739538.89,7036471.636
284253607000,SFD,249162,8/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739360.86,7037079.108
284254077000,SFD,249182,5/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739406.61,7036779.201
284254308000,SFD,249164,8/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739437.94,7037080.249
284255105000,SFD,249160,8/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739519.64,7037056.875
284255298000,SFD,249158,9/1/16,DULLES,GRANT AT WILLOWSFORD,,BLURDG,1,11739525.56,7036980.317
284469170000,SFD,250798,8/1/16,DULLES,HUNTLEIGH AT CREIGHTON FARMS,,BLURDG,1,11740935.62,7039764.582
285155864000,SFD,248412,5/1/16,DULLES,ROSEDALE,,BLURDG,1,11739586.92,7032648.214
285159603000,SFD,244493,1/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11739966.97,7032034.004
285159793000,SFD,244543,5/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11739975.73,7031930.084
285159813000,SFD,244497,1/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11739983.47,7032133.336
285161201000,SFD,249728,4/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740129.28,7032016.991
285161511000,SFD,244495,6/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740155.34,7032119.564
285161590000,SFD,250032,6/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740157.74,7031900.39
285162780000,SFD,251632,8/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740274.8,7031803.403
285163852000,SFD,244519,8/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740380.24,7032527.981
285165165000,SFD,244480,9/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740514.95,7032653.976
285165347000,SFD,244515,3/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740532.66,7032479.309
285166144000,SFD,244513,8/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740617.95,7032446.485
285166478000,SFD,244537,3/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740644.53,7031788.419
285167941000,SFD,244509,3/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740794.6,7032418.027
285168888000,SFD,247528,1/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740888.72,7031886.441
285171788000,SFD,250030,4/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11741168.33,7031887.747
285172498000,SFD,251516,9/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11741243.39,7031984.1
285255421000,SFD,248426,2/1/16,DULLES,ROSEDALE,,BLURDG,1,11739544.73,7033213.052
285255938000,SFD,248434,2/1/16,DULLES,ROSEDALE,,BLURDG,1,11739599.29,7033384.319
285257731000,SFD,248432,5/1/16,DULLES,ROSEDALE,,BLURDG,1,11739776.87,7033310.111
285258039000,SFD,248436,5/1/16,DULLES,ROSEDALE,,BLURDG,1,11739803.81,7033396.003
286106951000,SFD,243718,6/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744698.23,7028518.045
286108172000,SFD,243728,7/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744812.52,7028724.959
286108365000,SFD,243724,6/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744833.28,7028652.888
286108514000,SFD,243668,8/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744850.15,7028147.806
286108558000,SFD,243720,6/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744854.08,7028581.207
286108750000,SFD,243716,4/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744875.46,7028506.202
286108834000,SFD,243708,6/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744885.05,7028347.298
286205988000,SFD,243738,8/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744593.39,7028882.197
286206023000,SFD,243752,6/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744608.67,7029238.937
286206180000,SFD,243734,1/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744613.58,7028807.089
286206231000,SFD,243756,8/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744620.41,7029313.012
286206338000,SFD,243760,9/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744632.15,7029387.088
286207510000,SFD,243746,2/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744755.79,7029100.2
286207594000,SFD,243740,2/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744752.32,7028946.926
286207617000,SFD,243750,3/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744768.83,7029176.26
286207686000,SFD,243736,3/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744769.72,7028869.939
286207825000,SFD,243754,4/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744780.57,7029250.336
286207932000,SFD,243758,4/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744792.31,7029324.411
286207979000,SFD,243732,8/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744791.76,7028797.029
286208039000,SFD,243762,4/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744804.05,7029398.486
286209056000,SFD,249578,8/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744904.33,7029562.388
286306695000,SFD,246874,5/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744665.46,7029954.084
286307704000,SFD,246878,5/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744774.73,7030047.539
286307883000,SFD,249564,5/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744785.14,7029835.893
286308406000,SFD,246880,6/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744842.95,7030068.847
286309191000,SFD,246866,7/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744912.63,7029910.24
286309400000,SFD,249566,8/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744838.58,7029897.466
286309892000,SFD,246868,5/1/16,DULLES,LENAH MILL LANDBAY 1,,BLURDG,1,11744984.31,7029924.094
286460774000,SFD,244473,4/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740073.97,7031746.555
286461767000,SFD,244469,8/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740177.54,7031670.629
286462763000,SFD,244465,5/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740272.05,7031636.054
286467061000,SFD,244463,8/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740707.2,7031617
286468164000,SFD,244467,3/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740815.75,7031649.464
286469470000,SFD,244471,3/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11740941.57,7031702.51
286470476000,SFD,251630,8/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11741040.34,7031765.625
286472260000,SFD,244456,5/1/16,DULLES,ALDIE ESTATES,,BLURDG,1,11741223.9,7031608.853
287102451000,SFD,237125,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744242.91,7024516.232
287102825000,SFD,237108,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744288.72,7024251.162
287103175000,SFD,237133,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744314.96,7024755.716
287103319000,SFD,237104,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744335.49,7024198.14
287104050000,SFD,237123,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744408.23,7024505.514
287104513000,SFD,237100,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744459.82,7024134.269
287105432000,SFD,237116,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744548.79,7024320.219
287150791000,SFD,250786,7/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739076.45,7023915.223
287154898000,SFD,230491,5/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739480.02,7023980.495
287155594000,SFD,230489,6/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739551.09,7023943.579
287186503000,SFD,234781,6/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742650.28,7024033.258
287190983000,SFD,234810,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743095.77,7023838.396
287192712000,SFD,234796,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743279.66,7024122.348
287194707000,SFD,234789,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743479.45,7024072.194
287196699000,SFD,234779,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743667.08,7023995.235
287201982000,SFD,237137,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744190.42,7024820.366
287205675000,SFD,240025,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744563.4,7025756.124
287288408000,SFD,240089,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742846.86,7025085.118
287288415000,SFD,240085,6/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742840.86,7025151.463
287288602000,SFD,240091,7/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742861.54,7025020.14
287289461000,SFD,240063,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742946.23,7025610.547
287290849000,SFD,249554,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743087.15,7025491.546
287291055000,SFD,240065,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743104.88,7025559.503
287292828000,SFD,240060,9/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743284.84,7025286.436
287293244000,SFD,240101,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743328.88,7025447.009
287293427000,SFD,240061,9/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743348.77,7025270.028
287293942000,SFD,240103,9/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743391.69,7025429.643
287294715000,SFD,240932,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743478.1,7025158.373
287295009000,SFD,240928,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743503.3,7025098.386
287295203000,SFD,240924,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743529.92,7025039.086
287297005000,SFD,240936,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743706.8,7025051.609
287302499000,SFD,240033,6/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744247.93,7025991.198
287354532000,SFD,242104,3/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739458.36,7026326.276
287355162000,SFD,252078,9/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739518.11,7026625.898
287355969000,SFD,242083,6/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739592.34,7026698.25
287356145000,SFD,242107,3/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739615.23,7026459.715
287356952000,SFD,242098,4/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739694.05,7026527.785
287384660000,SFD,246716,8/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742469.57,7026606.614
287384852000,SFD,246714,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742480.07,7026522.264
287386164000,SFD,249118,2/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742617.74,7026644.14
287387064000,SFD,246736,5/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742709.19,7026647.998
287387119000,SFD,237190,2/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742718.04,7026198.238
287389124000,SFD,237172,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742912.12,7026245.097
287389659000,SFD,246730,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742962.47,7026596.959
287390456000,SFD,246728,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743047.62,7026569.006
287390474000,SFD,246738,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743044.18,7026744.041
287391354000,SFD,246726,8/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743138.32,7026548.353
287392354000,SFD,246724,8/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743230.14,7026547.893
287393476000,SFD,249260,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743293.91,7026724.249
287450018000,SFD,238859,1/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739008.93,7027182.149
287451918000,SFD,245242,5/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739198.1,7027182.086
287452724000,SFD,245244,1/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739273.74,7027244.145
287453343000,SFD,238855,8/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739337.19,7027437.432
287454444000,SFD,242042,4/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739440.05,7027441.376
287456478000,SFD,242091,5/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739649.02,7026787.664
287456888000,SFD,242078,1/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739681.56,7026885.546
287457407000,SFD,242074,7/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739749.72,7027078.219
287457407000,SFD,242074,3/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739749.72,7027078.219
287457541000,SFD,242051,2/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739754.62,7027415.283
287457918000,SFD,249132,2/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739769.16,7027178.967
287458779000,SFD,242093,8/1/16,DULLES,ROCKBRIDGE,,BLURDG,1,11739875.09,7026791.717
287484686000,SFD,246722,8/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742464.02,7026867.157
287487081000,SFD,246740,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742704.72,7026812.895
287488081000,SFD,251396,8/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742808.95,7026818.361
287488593000,SFD,246744,8/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11742857.19,7026934.483
287490911000,SFD,246772,9/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743052.26,7027090.639
287492390000,SFD,246766,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743188.94,7026866.286
287492984000,SFD,246764,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743233.02,7026796.902
288256631000,SFD,237446,8/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739665.87,7021319.08
288257021000,SFD,237442,8/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739709.35,7021212.778
288259041000,SFD,237451,8/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739905.99,7021418.148
288259431000,SFD,237450,9/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739948.82,7021318.101
288353698000,SFD,252096,9/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739367.21,7021982.556
288355788000,SFD,250768,7/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739570.44,7021889.268
288387121000,SFD,237154,7/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11742719,7022211.5
288389706000,SFD,237146,7/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11742975.58,7022067.706
288390854000,SFD,232539,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743081.9,7022547.186
288406992000,SFD,249252,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11744696.63,7022927.195
288450171000,SFD,230513,8/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739011.33,7023715.618
288450564000,SFD,230509,7/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739059.29,7023649.947
288452762000,SFD,230507,4/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739272.87,7023629.504
288458073000,SFD,230479,4/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739802.72,7023730.754
288458648000,SFD,230541,6/1/16,DULLES,GREENS AT WILLOWSFORD,,BLURDG,1,11739861.27,7023484.018
288493689000,SFD,234471,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743364.75,7022894.538
288495351000,SFD,234463,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743539.08,7023511.033
288495488000,SFD,234475,1/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743548.48,7022884.341
288495508000,SFD,234467,6/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743553.67,7023084.577
288495538000,SFD,249558,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743554.4,7023386.747
288495598000,SFD,234476,3/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743553.05,7022984.237
288498631000,SFD,249254,4/1/16,DULLES,GROVE AT WILLOWSFORD,,BLURDG,1,11743864.29,7023310.103
